date,distributed_janssen,distributed_moderna,distributed_pfizer,distributed_novavax
2021-10-26T00:00:00.000,89600,1045560,1066215,
2021-10-26T00:00:00.000,20500,76580,150150,
2021-10-26T00:00:00.000,24415200,196762200,283387965,
2021-10-26T00:00:00.000,305500,2640940,3257595,
2021-10-26T00:00:00.000,265800,2588620,3227640,
2021-10-26T00:00:00.000,559100,3190480,2949960,
2021-10-26T00:00:00.000,194800,1567540,2517930,
2021-10-25T00:00:00.000,503500,4520780,6621870,
2021-10-25T00:00:00.000,375800,2806340,3926415,
2021-10-25T00:00:00.000,1862100,13398720,19403745,
2021-10-25T00:00:00.000,341300,3219540,4714515,
2021-10-25T00:00:00.000,68700,642580,921255,
2021-10-25T00:00:00.000,195900,2054480,2737410,
2021-10-25T00:00:00.000,84900,601240,749745,
2021-10-25T00:00:00.000,1466900,11761060,18133245,
2021-10-25T00:00:00.000,280200,2367780,3331605,
2021-10-25T00:00:00.000,89000,1044880,1066215,
2021-10-25T00:00:00.000,24268700,196213880,282916545,
2021-10-25T00:00:00.000,600,20700,49350,
2021-10-25T00:00:00.000,609400,5045620,7905465,
2021-10-25T00:00:00.000,1186900,8224940,11031345,
2021-10-25T00:00:00.000,2929000,23220200,35337735,
2021-10-25T00:00:00.000,78700,704760,1011105,
2021-10-25T00:00:00.000,414100,3543240,5192190,
2021-10-25T00:00:00.000,130700,865380,1269450,
2021-10-25T00:00:00.000,302400,2631320,3251745,
2021-10-25T00:00:00.000,2127500,16834520,24840825,
2021-10-25T00:00:00.000,716900,5856560,7729950,
2021-10-25T00:00:00.000,61900,466840,600210,
2021-10-25T00:00:00.000,124000,935600,1324080,
2021-10-25T00:00:00.000,265800,2586100,3213600,
2021-10-25T00:00:00.000,20500,76580,150150,
2021-10-25T00:00:00.000,70200,535440,684675,
2021-10-25T00:00:00.000,182600,1672380,2154705,
2021-10-25T00:00:00.000,202800,1879900,2241090,
2021-10-25T00:00:00.000,1500,30480,83280,
2021-10-25T00:00:00.000,658300,6317340,8377875,
2021-10-25T00:00:00.000,472700,3313940,5095320,
2021-10-25T00:00:00.000,743100,6349180,8900835,
2021-10-25T00:00:00.000,389800,3375920,4995885,
2021-10-25T00:00:00.000,229900,1757240,2534145,
2021-10-25T00:00:00.000,11500,74000,2970,
2021-10-25T00:00:00.000,125200,949340,1228230,
2021-10-25T00:00:00.000,42400,388300,566760,
2021-10-25T00:00:00.000,479800,4186400,5834400,
2021-10-25T00:00:00.000,2800,20760,63300,
2021-10-25T00:00:00.000,607000,4627540,6899115,
2021-10-25T00:00:00.000,151200,1293960,1697205,
2021-10-25T00:00:00.000,317500,3136300,3605040,
2021-10-25T00:00:00.000,210700,1520480,2522880,
2021-10-25T00:00:00.000,360600,3128300,3909585,
2021-10-25T00:00:00.000,479400,3950680,6168330,
2021-10-25T00:00:00.000,210200,1672440,2266125,
2021-10-25T00:00:00.000,13000,110780,139230,
2021-10-25T00:00:00.000,700100,5633020,8406675,
2021-10-25T00:00:00.000,3800,22900,6390,
2021-10-25T00:00:00.000,728900,5994860,8662110,
2021-10-25T00:00:00.000,262700,2286600,2717160,
2021-10-25T00:00:00.000,928600,7055260,10975125,
2021-10-25T00:00:00.000,198600,1906400,3431790,
2021-10-25T00:00:00.000,194300,1566000,2517930,
2021-10-25T00:00:00.000,38800,324460,352785,
2021-10-25T00:00:00.000,72400,444400,613965,
2021-10-25T00:00:00.000,404700,3166280,4857180,
2021-10-25T00:00:00.000,542900,3138260,2949960,
2021-10-25T00:00:00.000,131200,1241480,1748895,
2021-10-25T00:00:00.000,58300,493200,738405,
2021-10-25T00:00:00.000,124300,1017660,1598550,
2021-10-25T00:00:00.000,101000,924460,1464900,
2021-10-25T00:00:00.000,361100,3130220,4552425,
2021-10-25T00:00:00.000,11300,43500,2340,
2021-10-24T00:00:00.000,101000,924460,1464900,
2021-10-24T00:00:00.000,302400,2632160,3251745,
2021-10-24T00:00:00.000,928600,7056660,10975125,
2021-10-24T00:00:00.000,70200,535440,684675,
2021-10-24T00:00:00.000,375800,2806760,3926415,
2021-10-24T00:00:00.000,210700,1523700,2522880,
2021-10-24T00:00:00.000,124300,1018780,1598550,
2021-10-24T00:00:00.000,280200,2367920,3331605,
2021-10-24T00:00:00.000,229900,1758500,2534145,
2021-10-24T00:00:00.000,1500,30480,83280,
2021-10-24T00:00:00.000,479400,3951380,6168330,
2021-10-24T00:00:00.000,716900,5856840,7729950,
2021-10-24T00:00:00.000,2929000,23231700,35338905,
2021-10-24T00:00:00.000,198600,1906400,3431790,
2021-10-24T00:00:00.000,700100,5634140,8406675,
2021-10-24T00:00:00.000,13000,110780,139230,
2021-10-24T00:00:00.000,542900,3138260,2949960,
2021-10-24T00:00:00.000,24268700,196288420,282916545,
2021-10-24T00:00:00.000,658300,6320560,8377875,
2021-10-24T00:00:00.000,1862100,13403760,19403745,
2021-10-24T00:00:00.000,151200,1294800,1697205,
2021-10-24T00:00:00.000,2800,20760,63300,
2021-10-24T00:00:00.000,124000,935880,1324080,
2021-10-24T00:00:00.000,72400,444260,613965,
2021-10-24T00:00:00.000,210200,1673280,2266125,
2021-10-24T00:00:00.000,20500,76580,150150,
2021-10-24T00:00:00.000,360600,3129000,3909585,
2021-10-24T00:00:00.000,125200,949340,1228230,
2021-10-24T00:00:00.000,3800,22900,6390,
2021-10-24T00:00:00.000,42400,388300,566760,
2021-10-24T00:00:00.000,743100,6349600,8900835,
2021-10-24T00:00:00.000,341300,3221780,4714515,
2021-10-24T00:00:00.000,130700,866500,1269450,
2021-10-24T00:00:00.000,202800,1881720,2241090,
2021-10-24T00:00:00.000,503500,4521340,6621870,
2021-10-24T00:00:00.000,58300,493200,738405,
2021-10-24T00:00:00.000,68700,642580,921255,
2021-10-24T00:00:00.000,317500,3139240,3605040,
2021-10-24T00:00:00.000,11300,43500,2340,
2021-10-24T00:00:00.000,182600,1674480,2154705,
2021-10-24T00:00:00.000,78700,704760,1011105,
2021-10-24T00:00:00.000,195900,2054480,2737410,
2021-10-24T00:00:00.000,389800,3379560,4995885,
2021-10-24T00:00:00.000,472700,3314920,5095320,
2021-10-24T00:00:00.000,361100,3131760,4552425,
2021-10-24T00:00:00.000,607000,4626980,6899115,
2021-10-24T00:00:00.000,1186900,8225920,11030175,
2021-10-24T00:00:00.000,728900,5997520,8662110,
2021-10-24T00:00:00.000,84900,601240,749745,
2021-10-24T00:00:00.000,89000,1044880,1066215,
2021-10-24T00:00:00.000,194300,1566700,2517930,
2021-10-24T00:00:00.000,265800,2586800,3213600,
2021-10-24T00:00:00.000,61900,466980,600210,
2021-10-24T00:00:00.000,404700,3166980,4857180,
2021-10-24T00:00:00.000,131200,1241620,1748895,
2021-10-24T00:00:00.000,262700,2288420,2717160,
2021-10-24T00:00:00.000,11500,74000,2970,
2021-10-24T00:00:00.000,600,20700,49350,
2021-10-24T00:00:00.000,2127500,16847120,24840825,
2021-10-24T00:00:00.000,38800,324600,352785,
2021-10-24T00:00:00.000,609400,5045900,7905465,
2021-10-24T00:00:00.000,414100,3544360,5192190,
2021-10-24T00:00:00.000,1466900,11761620,18133245,
2021-10-24T00:00:00.000,479800,4188820,5834400,
2021-10-23T00:00:00.000,361100,3132880,4551255,
2021-10-23T00:00:00.000,61900,466980,600210,
2021-10-23T00:00:00.000,728900,6000880,8662110,
2021-10-23T00:00:00.000,84900,601240,749745,
2021-10-23T00:00:00.000,72400,444680,613965,
2021-10-23T00:00:00.000,341300,3222480,4714515,
2021-10-23T00:00:00.000,124300,1019480,1598550,
2021-10-23T00:00:00.000,1186900,8229480,11029005,
2021-10-23T00:00:00.000,89000,1044880,1066215,
2021-10-23T00:00:00.000,302400,2633840,3251745,
2021-10-23T00:00:00.000,210200,1674260,2266125,
2021-10-23T00:00:00.000,716900,5857960,7731120,
2021-10-23T00:00:00.000,130700,866500,1269450,
2021-10-23T00:00:00.000,479400,3951660,6163650,
2021-10-23T00:00:00.000,182600,1674760,2154705,
2021-10-23T00:00:00.000,101000,924460,1464900,
2021-10-23T00:00:00.000,195900,2054480,2737410,
2021-10-23T00:00:00.000,1862100,13407680,19401405,
2021-10-23T00:00:00.000,414100,3545640,5192190,
2021-10-23T00:00:00.000,202800,1882560,2241090,
2021-10-23T00:00:00.000,265800,2587640,3213600,
2021-10-23T00:00:00.000,11500,74000,2970,
2021-10-23T00:00:00.000,68700,642580,921255,
2021-10-23T00:00:00.000,131200,1241620,1748895,
2021-10-23T00:00:00.000,404700,3167540,4857180,
2021-10-23T00:00:00.000,700100,5635680,8403165,
2021-10-23T00:00:00.000,2929000,23232140,35338905,
2021-10-23T00:00:00.000,743100,6351840,8900835,
2021-10-23T00:00:00.000,125200,949340,1228230,
2021-10-23T00:00:00.000,479800,4189680,5834400,
2021-10-23T00:00:00.000,13000,110780,139230,
2021-10-23T00:00:00.000,38800,324740,352785,
2021-10-23T00:00:00.000,607000,4634680,6897945,
2021-10-23T00:00:00.000,70200,535440,681165,
2021-10-23T00:00:00.000,78700,704760,1011105,
2021-10-23T00:00:00.000,280200,2368200,3328095,
2021-10-23T00:00:00.000,124000,936020,1324080,
2021-10-23T00:00:00.000,2800,20760,63300,
2021-10-23T00:00:00.000,472700,3317440,5095320,
2021-10-23T00:00:00.000,198600,1906400,3431790,
2021-10-23T00:00:00.000,24268700,196341600,282891975,
2021-10-23T00:00:00.000,1500,30480,83280,
2021-10-23T00:00:00.000,194300,1566700,2517930,
2021-10-23T00:00:00.000,375800,2806900,3926415,
2021-10-23T00:00:00.000,658300,6323500,8377875,
2021-10-23T00:00:00.000,609400,5047440,7905465,
2021-10-23T00:00:00.000,1466900,11763720,18134415,
2021-10-23T00:00:00.000,360600,3129420,3909585,
2021-10-23T00:00:00.000,58300,493200,738405,
2021-10-23T00:00:00.000,151200,1294800,1697205,
2021-10-23T00:00:00.000,11300,43500,2340,
2021-10-23T00:00:00.000,229900,1759200,2534145,
2021-10-23T00:00:00.000,2127500,16851320,24840825,
2021-10-23T00:00:00.000,210700,1523700,2522880,
2021-10-23T00:00:00.000,542900,3138260,2949960,
2021-10-23T00:00:00.000,20500,76580,150150,
2021-10-23T00:00:00.000,262700,2288560,2717160,
2021-10-23T00:00:00.000,317500,3139940,3605040,
2021-10-23T00:00:00.000,42400,388300,566760,
2021-10-23T00:00:00.000,928600,7058620,10975125,
2021-10-23T00:00:00.000,503500,4522040,6616020,
2021-10-23T00:00:00.000,3800,22900,6390,
2021-10-23T00:00:00.000,600,20700,49350,
2021-10-23T00:00:00.000,389800,3379700,4995885,
2021-10-22T00:00:00.000,475000,3923780,6155010,
2021-10-22T00:00:00.000,11500,74000,2970,
2021-10-22T00:00:00.000,301900,2624120,3237345,
2021-10-22T00:00:00.000,542900,3138260,2949960,
2021-10-22T00:00:00.000,317000,3129080,3599190,
2021-10-22T00:00:00.000,88100,1041000,1060365,
2021-10-22T00:00:00.000,715300,5833900,7682070,
2021-10-22T00:00:00.000,699800,5625980,8393445,
2021-10-22T00:00:00.000,125200,931600,1220040,
2021-10-22T00:00:00.000,603000,4599580,6879495,
2021-10-22T00:00:00.000,195900,2053080,2737410,
2021-10-22T00:00:00.000,727300,5975980,8650230,
2021-10-22T00:00:00.000,354400,3101560,3895815,
2021-10-22T00:00:00.000,600,20700,49350,
2021-10-22T00:00:00.000,207900,1513420,2519640,
2021-10-22T00:00:00.000,151000,1285540,1688385,
2021-10-22T00:00:00.000,741900,6316560,8882385,
2021-10-22T00:00:00.000,1445900,11701960,18069615,
2021-10-22T00:00:00.000,209300,1669060,2260095,
2021-10-22T00:00:00.000,58100,487300,737235,
2021-10-22T00:00:00.000,42300,385680,566760,
2021-10-22T00:00:00.000,3800,22900,6390,
2021-10-22T00:00:00.000,72400,444400,611625,
2021-10-22T00:00:00.000,123100,928460,1321740,
2021-10-22T00:00:00.000,472500,3307720,5039430,
2021-10-22T00:00:00.000,2800,20760,63300,
2021-10-22T00:00:00.000,130700,865560,1265940,
2021-10-22T00:00:00.000,123400,1013920,1593870,
2021-10-22T00:00:00.000,198600,1906200,3431790,
2021-10-22T00:00:00.000,2906000,23121040,35294895,
2021-10-22T00:00:00.000,1500,30480,83280,
2021-10-22T00:00:00.000,479600,4175980,5815950,
2021-10-22T00:00:00.000,599100,4994040,7887555,
2021-10-22T00:00:00.000,389200,3369080,4989405,
2021-10-22T00:00:00.000,503200,4513140,6605310,
2021-10-22T00:00:00.000,1186000,8217340,10996695,
2021-10-22T00:00:00.000,394300,3137180,4824420,
2021-10-22T00:00:00.000,101000,920540,1451580,
2021-10-22T00:00:00.000,11300,43500,2340,
2021-10-22T00:00:00.000,12800,110780,139230,
2021-10-22T00:00:00.000,68700,640660,920085,
2021-10-22T00:00:00.000,61900,463240,597870,
2021-10-22T00:00:00.000,24135600,195433980,282024735,
2021-10-22T00:00:00.000,180800,1663740,2150025,
2021-10-22T00:00:00.000,223900,1751020,2525955,
2021-10-22T00:00:00.000,202000,1864800,2223540,
2021-10-22T00:00:00.000,262300,2278380,2705010,
2021-10-22T00:00:00.000,84500,594220,749745,
2021-10-22T00:00:00.000,341300,3214700,4707765,
2021-10-22T00:00:00.000,191000,1563360,2508660,
2021-10-22T00:00:00.000,38600,321800,351615,
2021-10-22T00:00:00.000,658100,6310760,8370405,
2021-10-22T00:00:00.000,265000,2580920,3201450,
2021-10-22T00:00:00.000,927200,7039440,10923195,
2021-10-22T00:00:00.000,75700,700960,1009935,
2021-10-22T00:00:00.000,70000,533420,677655,
2021-10-22T00:00:00.000,20500,74200,150150,
2021-10-22T00:00:00.000,371000,2788460,3916425,
2021-10-22T00:00:00.000,2116300,16792900,24747135,
2021-10-22T00:00:00.000,279800,2357060,3322335,
2021-10-22T00:00:00.000,359800,3112940,4538385,
2021-10-22T00:00:00.000,1859200,13338280,19310415,
2021-10-22T00:00:00.000,413400,3530440,5175810,
2021-10-22T00:00:00.000,131100,1234980,1738005,
2021-10-21T00:00:00.000,150600,1277840,1683975,
2021-10-21T00:00:00.000,923900,7007680,10875045,
2021-10-21T00:00:00.000,190400,1558180,2474730,
2021-10-21T00:00:00.000,72100,442560,610455,
2021-10-21T00:00:00.000,695500,5605400,8305065,
2021-10-21T00:00:00.000,278300,2341380,3304875,
2021-10-21T00:00:00.000,124000,927820,1207170,
2021-10-21T00:00:00.000,734800,6286160,8837475,
2021-10-21T00:00:00.000,598400,4973360,7833285,
2021-10-21T00:00:00.000,2497000,30638120,73720035,
2021-10-21T00:00:00.000,474300,3917340,6122430,
2021-10-21T00:00:00.000,84200,591100,749745,
2021-10-21T00:00:00.000,263800,2570140,3186240,
2021-10-21T00:00:00.000,68600,638140,911895,
2021-10-21T00:00:00.000,61900,463240,595530,
2021-10-21T00:00:00.000,1180100,8184340,10921185,
2021-10-21T00:00:00.000,12800,110780,139230,
2021-10-21T00:00:00.000,198600,1905420,3424770,
2021-10-21T00:00:00.000,316600,3112240,3570930,
2021-10-21T00:00:00.000,11500,74000,2970,
2021-10-21T00:00:00.000,494500,4503900,6545550,
2021-10-21T00:00:00.000,2800,20760,63300,
2021-10-21T00:00:00.000,299500,2604920,3204675,
2021-10-21T00:00:00.000,75700,700260,1003635,
2021-10-21T00:00:00.000,194300,2047260,2737410,
2021-10-21T00:00:00.000,223600,1743700,2516595,
2021-10-21T00:00:00.000,1436200,11651520,17952255,
2021-10-21T00:00:00.000,388100,3348280,4941435,
2021-10-21T00:00:00.000,470800,3290060,5010450,
2021-10-21T00:00:00.000,122800,1007340,1583340,
2021-10-21T00:00:00.000,340300,3190120,4679685,
2021-10-21T00:00:00.000,600,18600,49350,
2021-10-21T00:00:00.000,1855800,13272760,19178835,
2021-10-21T00:00:00.000,179800,1655060,2134365,
2021-10-21T00:00:00.000,42300,385680,562800,
2021-10-21T00:00:00.000,354000,3079720,3879705,
2021-10-21T00:00:00.000,24030600,194485320,280167135,
2021-10-21T00:00:00.000,2898100,23053620,35068365,
2021-10-21T00:00:00.000,69700,531040,672075,
2021-10-21T00:00:00.000,207400,1507960,2497410,
2021-10-21T00:00:00.000,713500,5795520,7642560,
2021-10-21T00:00:00.000,393700,3121780,4797330,
2021-10-21T00:00:00.000,256500,2240720,2697990,
2021-10-21T00:00:00.000,88100,1040900,1060365,
2021-10-21T00:00:00.000,201800,1850240,2204910,
2021-10-21T00:00:00.000,657900,6284160,8310555,
2021-10-21T00:00:00.000,123100,924820,1317060,
2021-10-21T00:00:00.000,726600,5948400,8607030,
2021-10-21T00:00:00.000,358900,3080740,4483395,
2021-10-21T00:00:00.000,38500,317600,349275,
2021-10-21T00:00:00.000,100800,916620,1441050,
2021-10-21T00:00:00.000,2109300,16710020,24623925,
2021-10-21T00:00:00.000,20500,74200,150150,
2021-10-21T00:00:00.000,58000,486880,731385,
2021-10-21T00:00:00.000,3800,22900,6390,
2021-10-21T00:00:00.000,130200,1221960,1727475,
2021-10-21T00:00:00.000,199200,1629580,2239035,
2021-10-21T00:00:00.000,601300,4589180,6809115,
2021-10-21T00:00:00.000,130300,861920,1256580,
2021-10-21T00:00:00.000,412000,3505320,5133960,
2021-10-21T00:00:00.000,476600,4157500,5776170,
2021-10-21T00:00:00.000,11300,43500,2340,
2021-10-21T00:00:00.000,1500,30480,83280,
2021-10-21T00:00:00.000,369700,2783420,3888345,
2021-10-21T00:00:00.000,542900,3138260,2949960,
2021-10-20T00:00:00.000,409200,3497780,5126940,
2021-10-20T00:00:00.000,1500,30480,83280,
2021-10-20T00:00:00.000,83400,587360,746235,
2021-10-20T00:00:00.000,732500,6243380,8770785,
2021-10-20T00:00:00.000,200600,1832880,2199060,
2021-10-20T00:00:00.000,275200,2325280,3296685,
2021-10-20T00:00:00.000,706200,5763980,7634370,
2021-10-20T00:00:00.000,2800,20760,63300,
2021-10-20T00:00:00.000,198500,1903820,3414240,
2021-10-20T00:00:00.000,597000,4956540,7798185,
2021-10-20T00:00:00.000,61900,460720,595530,
2021-10-20T00:00:00.000,68600,631980,911895,
2021-10-20T00:00:00.000,206800,1503200,2489220,
2021-10-20T00:00:00.000,69200,524680,672075,
2021-10-20T00:00:00.000,920200,6990760,10849575,
2021-10-20T00:00:00.000,2495500,30324880,73421865,
2021-10-20T00:00:00.000,11300,43500,2340,
2021-10-20T00:00:00.000,57800,485480,725535,
2021-10-20T00:00:00.000,150000,1271700,1679295,
2021-10-20T00:00:00.000,2098400,16639780,24591165,
2021-10-20T00:00:00.000,1836600,13239300,19123845,
2021-10-20T00:00:00.000,542400,3138260,2947620,
2021-10-20T00:00:00.000,315200,3103740,3562740,
2021-10-20T00:00:00.000,339300,3183120,4651605,
2021-10-20T00:00:00.000,685500,5577680,8280495,
2021-10-20T00:00:00.000,188600,1552480,2473560,
2021-10-20T00:00:00.000,100500,915380,1439880,
2021-10-20T00:00:00.000,71200,439820,609285,
2021-10-20T00:00:00.000,473800,4139360,5757450,
2021-10-20T00:00:00.000,471000,3899480,6096690,
2021-10-20T00:00:00.000,1427400,11590440,17896095,
2021-10-20T00:00:00.000,298000,2587560,3198825,
2021-10-20T00:00:00.000,385900,3332120,4914525,
2021-10-20T00:00:00.000,42300,384680,560460,
2021-10-20T00:00:00.000,198900,1624960,2229945,
2021-10-20T00:00:00.000,721300,5922520,8592990,
2021-10-20T00:00:00.000,222700,1741020,2515425,
2021-10-20T00:00:00.000,480300,4481100,6522150,
2021-10-20T00:00:00.000,12800,110260,135720,
2021-10-20T00:00:00.000,469100,3279280,5003430,
2021-10-20T00:00:00.000,366400,2774600,3868005,
2021-10-20T00:00:00.000,599400,4556140,6792105,
2021-10-20T00:00:00.000,123000,922640,1206000,
2021-10-20T00:00:00.000,1164600,8110780,10881405,
2021-10-20T00:00:00.000,38300,315960,348105,
2021-10-20T00:00:00.000,194300,2041480,2737410,
2021-10-20T00:00:00.000,3800,22900,6390,
2021-10-20T00:00:00.000,2894100,22999120,34963335,
2021-10-20T00:00:00.000,179400,1649500,2133195,
2021-10-20T00:00:00.000,600,18600,49350,
2021-10-20T00:00:00.000,256500,2237900,2692140,
2021-10-20T00:00:00.000,23875400,193659240,279361275,
2021-10-20T00:00:00.000,122700,920720,1312380,
2021-10-20T00:00:00.000,11500,74000,2970,
2021-10-20T00:00:00.000,130000,856320,1254240,
2021-10-20T00:00:00.000,20500,74200,150150,
2021-10-20T00:00:00.000,87400,1035000,1047495,
2021-10-20T00:00:00.000,259900,2563280,3181830,
2021-10-20T00:00:00.000,653300,6265640,8272665,
2021-10-20T00:00:00.000,351200,3073280,3876195,
2021-10-20T00:00:00.000,75700,698460,990765,
2021-10-20T00:00:00.000,122500,1000540,1572810,
2021-10-20T00:00:00.000,358000,3067940,4479885,
2021-10-20T00:00:00.000,129600,1216220,1727475,
2021-10-20T00:00:00.000,389600,3090360,4784010,
2021-10-19T00:00:00.000,68900,522620,670905,
2021-10-19T00:00:00.000,384500,3317040,4902825,
2021-10-19T00:00:00.000,200300,1832200,2197260,
2021-10-19T00:00:00.000,2875200,22940900,34908615,
2021-10-19T00:00:00.000,87300,1034120,1047495,
2021-10-19T00:00:00.000,83100,585420,741555,
2021-10-19T00:00:00.000,407900,3492640,5123250,
2021-10-19T00:00:00.000,597400,4535140,6778065,
2021-10-19T00:00:00.000,702500,5727960,7622670,
2021-10-19T00:00:00.000,99800,912140,1432860,
2021-10-19T00:00:00.000,130000,855620,1251900,
2021-10-19T00:00:00.000,296600,2581380,3198825,
2021-10-19T00:00:00.000,206400,1501240,2486880,
2021-10-19T00:00:00.000,1161000,8096460,10865745,
2021-10-19T00:00:00.000,68900,436620,605775,
2021-10-19T00:00:00.000,222600,1733400,2509395,
2021-10-19T00:00:00.000,353900,3060720,4475925,
2021-10-19T00:00:00.000,122800,922640,1204830,
2021-10-19T00:00:00.000,2081500,16582860,24581805,
2021-10-19T00:00:00.000,388600,3075460,4768260,
2021-10-19T00:00:00.000,125600,1215520,1723965,
2021-10-19T00:00:00.000,256500,2236000,2692140,
2021-10-19T00:00:00.000,12800,110120,135720,
2021-10-19T00:00:00.000,71700,697620,990765,
2021-10-19T00:00:00.000,194300,2040460,2737410,
2021-10-19T00:00:00.000,314500,3092000,3540150,
2021-10-19T00:00:00.000,2494200,30086460,72769095,
2021-10-19T00:00:00.000,3800,22900,6390,
2021-10-19T00:00:00.000,364900,2774180,3858645,
2021-10-19T00:00:00.000,720000,5908800,8555910,
2021-10-19T00:00:00.000,188000,1550800,2472390,
2021-10-19T00:00:00.000,259000,2560100,3173640,
2021-10-19T00:00:00.000,1835900,13196440,19100985,
2021-10-19T00:00:00.000,479300,4471820,6505770,
2021-10-19T00:00:00.000,198700,1622000,2227605,
2021-10-19T00:00:00.000,38300,314960,346935,
2021-10-19T00:00:00.000,600,18600,49350,
2021-10-19T00:00:00.000,119800,997420,1567230,
2021-10-19T00:00:00.000,198400,1902720,3399030,
2021-10-19T00:00:00.000,149700,1270940,1654725,
2021-10-19T00:00:00.000,351200,3066280,3866025,
2021-10-19T00:00:00.000,336400,3168760,4651605,
2021-10-19T00:00:00.000,730600,6229400,8763315,
2021-10-19T00:00:00.000,469900,4118840,5753940,
2021-10-19T00:00:00.000,542300,3138260,2920710,
2021-10-19T00:00:00.000,179100,1646500,2128515,
2021-10-19T00:00:00.000,595000,4949680,7791435,
2021-10-19T00:00:00.000,57500,484480,723915,
2021-10-19T00:00:00.000,20500,74200,150150,
2021-10-19T00:00:00.000,685000,5571420,8264655,
2021-10-19T00:00:00.000,275200,2323000,3286425,
2021-10-19T00:00:00.000,652600,6252700,8265285,
2021-10-19T00:00:00.000,68600,631420,911895,
2021-10-19T00:00:00.000,122400,917500,1305360,
2021-10-19T00:00:00.000,23779900,193178840,278866545,
2021-10-19T00:00:00.000,467600,3268120,4996410,
2021-10-19T00:00:00.000,918400,6980120,10812135,
2021-10-19T00:00:00.000,42200,379340,553440,
2021-10-19T00:00:00.000,61600,460720,589680,
2021-10-19T00:00:00.000,11300,43500,2340,
2021-10-19T00:00:00.000,470600,3895320,6071760,
2021-10-19T00:00:00.000,1425600,11584900,17883765,
2021-10-19T00:00:00.000,11500,74000,2970,
2021-10-19T00:00:00.000,2800,20760,63300,
2021-10-19T00:00:00.000,1500,30480,83280,
2021-10-18T00:00:00.000,198400,1900620,3399030,
2021-10-18T00:00:00.000,68900,436480,604605,
2021-10-18T00:00:00.000,594000,4944140,7770375,
2021-10-18T00:00:00.000,2080600,16554760,24550935,
2021-10-18T00:00:00.000,99800,905180,1432860,
2021-10-18T00:00:00.000,334200,3162060,4649265,
2021-10-18T00:00:00.000,86800,1028540,1047495,
2021-10-18T00:00:00.000,122400,921560,1202490,
2021-10-18T00:00:00.000,125600,1215100,1722795,
2021-10-18T00:00:00.000,3800,22900,6390,
2021-10-18T00:00:00.000,595400,4518620,6765195,
2021-10-18T00:00:00.000,12800,110120,135720,
2021-10-18T00:00:00.000,82700,584100,741555,
2021-10-18T00:00:00.000,1424400,11548300,17786205,
2021-10-18T00:00:00.000,68600,631000,911895,
2021-10-18T00:00:00.000,470300,3889700,6062400,
2021-10-18T00:00:00.000,197600,1612480,2227155,
2021-10-18T00:00:00.000,178700,1644440,2126175,
2021-10-18T00:00:00.000,916700,6968960,10805115,
2021-10-18T00:00:00.000,678200,5564280,8255115,
2021-10-18T00:00:00.000,351200,3061380,3839115,
2021-10-18T00:00:00.000,129700,855480,1246050,
2021-10-18T00:00:00.000,275100,2320200,3272385,
2021-10-18T00:00:00.000,194300,2040460,2737410,
2021-10-18T00:00:00.000,258500,2557440,3172470,
2021-10-18T00:00:00.000,121600,915020,1305360,
2021-10-18T00:00:00.000,187800,1550420,2456010,
2021-10-18T00:00:00.000,1159400,8080920,10830915,
2021-10-18T00:00:00.000,71700,697140,989595,
2021-10-18T00:00:00.000,11500,74000,2970,
2021-10-18T00:00:00.000,383900,3316300,4889955,
2021-10-18T00:00:00.000,1834300,13171100,18977235,
2021-10-18T00:00:00.000,2872300,22924560,34742475,
2021-10-18T00:00:00.000,2800,20760,63300,
2021-10-18T00:00:00.000,199600,1827020,2194920,
2021-10-18T00:00:00.000,600,18600,49350,
2021-10-18T00:00:00.000,700800,5722380,7612140,
2021-10-18T00:00:00.000,149500,1268460,1653555,
2021-10-18T00:00:00.000,407200,3484820,5119740,
2021-10-18T00:00:00.000,68900,521320,668565,
2021-10-18T00:00:00.000,218500,1726120,2505885,
2021-10-18T00:00:00.000,11300,43500,2340,
2021-10-18T00:00:00.000,363200,2770960,3846945,
2021-10-18T00:00:00.000,119800,996320,1564890,
2021-10-18T00:00:00.000,38000,314820,345765,
2021-10-18T00:00:00.000,42200,379200,553440,
2021-10-18T00:00:00.000,710000,5881640,8543040,
2021-10-18T00:00:00.000,353800,3054160,4474755,
2021-10-18T00:00:00.000,648100,6223840,8254755,
2021-10-18T00:00:00.000,538900,3115860,2919540,
2021-10-18T00:00:00.000,478600,4465360,6483090,
2021-10-18T00:00:00.000,2492500,29953240,72439875,
2021-10-18T00:00:00.000,20500,74200,150150,
2021-10-18T00:00:00.000,387600,3067760,4758900,
2021-10-18T00:00:00.000,466400,3259980,4976520,
2021-10-18T00:00:00.000,469800,4115180,5745750,
2021-10-18T00:00:00.000,314000,3086280,3536640,
2021-10-18T00:00:00.000,60100,459740,589680,
2021-10-18T00:00:00.000,296200,2577080,3182445,
2021-10-18T00:00:00.000,57400,483980,721575,
2021-10-18T00:00:00.000,728800,6215360,8742975,
2021-10-18T00:00:00.000,1500,30380,83280,
2021-10-18T00:00:00.000,206100,1500860,2486880,
2021-10-18T00:00:00.000,23721100,192816320,278098305,
2021-10-18T00:00:00.000,256300,2233380,2690970,
2021-10-17T00:00:00.000,198400,1900620,3399030,
2021-10-17T00:00:00.000,2080600,16563720,24550935,
2021-10-17T00:00:00.000,82700,584200,742725,
