date,distributed_janssen,distributed_moderna,distributed_pfizer,distributed_novavax
2022-03-13T00:00:00.000,604700,5434620,8152100,
2022-03-13T00:00:00.000,820600,8107040,11888755,
2022-03-13T00:00:00.000,461000,3600960,5531425,
2022-03-13T00:00:00.000,749900,6138600,10100995,
2022-03-13T00:00:00.000,12800,86940,51360,
2022-03-13T00:00:00.000,487000,4396140,7066335,
2022-03-13T00:00:00.000,23200,84780,210680,
2022-03-13T00:00:00.000,105700,1250480,1454015,
2022-03-13T00:00:00.000,379200,3495000,4602875,
2022-03-13T00:00:00.000,177600,1170440,1967490,
2022-03-13T00:00:00.000,258300,1961600,3489210,
2022-03-13T00:00:00.000,600,23500,86310,
2022-03-13T00:00:00.000,1509400,11041960,16503365,
2022-03-13T00:00:00.000,152200,1264020,1795730,
2022-03-13T00:00:00.000,321600,2933280,3775250,
2022-03-13T00:00:00.000,506800,4713540,7120090,
2022-03-13T00:00:00.000,288600,2404720,3590235,
2022-03-13T00:00:00.000,3800,28500,11690,
2022-03-13T00:00:00.000,210000,2162840,4263370,
2022-03-13T00:00:00.000,254800,2212540,3317275,
2022-03-13T00:00:00.000,948800,7565560,12613275,
2022-03-13T00:00:00.000,3691500,30952520,51897405,
2022-03-13T00:00:00.000,1160700,9136940,16049005,
2022-03-13T00:00:00.000,919500,7926360,12202540,
2022-03-13T00:00:00.000,395500,4046460,4886580,
2022-03-13T00:00:00.000,449700,4167640,5453635,
2022-03-13T00:00:00.000,601500,5148200,9370210,
2022-03-13T00:00:00.000,2345800,17013780,26634665,
2022-03-13T00:00:00.000,251400,2474360,3189460,
2022-03-13T00:00:00.000,104200,778500,1010695,
2022-03-13T00:00:00.000,162100,1551860,2171525,
2022-03-13T00:00:00.000,89200,709200,977765,
2022-03-13T00:00:00.000,320100,3242620,4391970,
2022-03-13T00:00:00.000,149600,1336680,2306430,
2022-03-13T00:00:00.000,932500,7963840,11300890,
2022-03-13T00:00:00.000,2611300,21297540,35454755,
2022-03-13T00:00:00.000,71700,668080,969270,
2022-03-13T00:00:00.000,156000,1258280,1826510,
2022-03-13T00:00:00.000,3600,25020,94010,
2022-03-13T00:00:00.000,83700,564420,811945,
2022-03-13T00:00:00.000,186300,1667100,2425345,
2022-03-13T00:00:00.000,70000,636980,1086025,
2022-03-13T00:00:00.000,610400,6176300,9503290,
2022-03-13T00:00:00.000,2800,38340,105420,
2022-03-13T00:00:00.000,626100,3799180,3378540,
2022-03-13T00:00:00.000,340600,3216560,4801775,
2022-03-13T00:00:00.000,775000,6661320,11442585,
2022-03-13T00:00:00.000,596900,4478700,7661680,
2022-03-13T00:00:00.000,423000,4226100,6489945,
2022-03-12T00:00:00.000,3800,28500,11690,
2022-03-12T00:00:00.000,506800,4713540,7120090,
2022-03-12T00:00:00.000,23200,84780,210680,
2022-03-12T00:00:00.000,2345800,17013780,26634665,
2022-03-12T00:00:00.000,626100,3799180,3378540,
2022-03-12T00:00:00.000,177600,1170440,1967490,
2022-03-12T00:00:00.000,87600,952800,1462925,
2022-03-12T00:00:00.000,449700,4167640,5453635,
2022-03-12T00:00:00.000,450800,4156700,6531545,
2022-03-12T00:00:00.000,288600,2404720,3590235,
2022-03-12T00:00:00.000,320100,3242620,4391970,
2022-03-12T00:00:00.000,152200,1264020,1795730,
2022-03-12T00:00:00.000,89200,709200,977765,
2022-03-12T00:00:00.000,30410900,257481720,407591315,
2022-03-12T00:00:00.000,423000,4226100,6489945,
2022-03-12T00:00:00.000,596900,4478700,7661680,
2022-03-12T00:00:00.000,932500,7963840,11300890,
2022-03-12T00:00:00.000,83700,564420,811945,
2022-03-12T00:00:00.000,919500,7926360,12202540,
2022-03-12T00:00:00.000,2611300,21297540,35454755,
2022-03-12T00:00:00.000,241900,2060360,3736390,
2022-03-12T00:00:00.000,820600,8107040,11888755,
2022-03-12T00:00:00.000,251400,2474360,3189460,
2022-03-12T00:00:00.000,321600,2933280,3775250,
2022-03-12T00:00:00.000,604700,5434620,8152100,
2022-03-12T00:00:00.000,104200,778500,1010695,
2022-03-12T00:00:00.000,124400,1237020,1970960,
2022-03-12T00:00:00.000,610400,6176300,9503290,
2022-03-12T00:00:00.000,12600,56400,21480,
2022-03-12T00:00:00.000,461000,3600960,5531425,
2022-03-12T00:00:00.000,105700,1250480,1454015,
2022-03-12T00:00:00.000,1160700,9136940,16049005,
2022-03-12T00:00:00.000,600,23500,86310,
2022-03-12T00:00:00.000,210000,2162840,4263370,
2022-03-12T00:00:00.000,258300,1961600,3489210,
2022-03-12T00:00:00.000,16100,149420,170610,
2022-03-12T00:00:00.000,340600,3216560,4801775,
2022-03-12T00:00:00.000,52400,503520,761080,
2022-03-12T00:00:00.000,149600,1336680,2306430,
2022-03-12T00:00:00.000,2800,38340,105420,
2022-03-12T00:00:00.000,3691500,30952520,51897405,
2022-03-12T00:00:00.000,1509400,11041960,16503365,
2022-03-12T00:00:00.000,500900,4264960,7279710,
2022-03-12T00:00:00.000,601500,5148200,9370210,
2022-03-12T00:00:00.000,254800,2212540,3317275,
2022-03-12T00:00:00.000,96700,867400,1276955,
2022-03-12T00:00:00.000,775000,6661320,11442585,
2022-03-12T00:00:00.000,749900,6138600,10100995,
2022-03-12T00:00:00.000,395500,4046460,4886580,
2022-03-12T00:00:00.000,3600,25020,94010,
2022-03-12T00:00:00.000,379200,3495000,4602875,
2022-03-12T00:00:00.000,487000,4396140,7066335,
2022-03-12T00:00:00.000,12800,86940,51360,
2022-03-12T00:00:00.000,156000,1258280,1826510,
2022-03-12T00:00:00.000,186300,1667100,2425345,
2022-03-12T00:00:00.000,1868000,15579100,26862045,
2022-03-12T00:00:00.000,224200,2150880,2960255,
2022-03-12T00:00:00.000,71700,668080,969270,
2022-03-12T00:00:00.000,70000,636980,1086025,
2022-03-12T00:00:00.000,162100,1551860,2171525,
2022-03-12T00:00:00.000,948800,7565560,12613275,
2022-03-12T00:00:00.000,214300,2565560,4529430,
2022-03-12T00:00:00.000,48000,414340,478945,
2022-03-12T00:00:00.000,971700,8318840,12827915,
2022-03-11T00:00:00.000,224200,2150880,2960255,
2022-03-11T00:00:00.000,3691500,30952520,51897405,
2022-03-11T00:00:00.000,395500,4046460,4886580,
2022-03-11T00:00:00.000,162100,1551860,2171525,
2022-03-11T00:00:00.000,254800,2212540,3317275,
2022-03-11T00:00:00.000,52400,503520,761080,
2022-03-11T00:00:00.000,210000,2162840,4263370,
2022-03-11T00:00:00.000,2800,38340,105420,
2022-03-11T00:00:00.000,48000,414340,478945,
2022-03-11T00:00:00.000,919500,7926360,12202540,
2022-03-11T00:00:00.000,186300,1667100,2425345,
2022-03-11T00:00:00.000,87600,952800,1462925,
2022-03-11T00:00:00.000,340600,3216560,4801775,
2022-03-11T00:00:00.000,932500,7963840,11300890,
2022-03-11T00:00:00.000,320100,3242620,4391970,
2022-03-11T00:00:00.000,321600,2933280,3775250,
2022-03-11T00:00:00.000,2345800,17013780,26634665,
2022-03-11T00:00:00.000,1868000,15579100,26862045,
2022-03-11T00:00:00.000,152200,1264020,1795730,
2022-03-11T00:00:00.000,948800,7565560,12613275,
2022-03-11T00:00:00.000,600,23500,86310,
2022-03-11T00:00:00.000,105700,1250480,1454015,
2022-03-11T00:00:00.000,258300,1961600,3489210,
2022-03-11T00:00:00.000,104200,778500,1010695,
2022-03-11T00:00:00.000,177600,1170440,1967490,
2022-03-11T00:00:00.000,23200,84780,210680,
2022-03-11T00:00:00.000,71700,668080,969270,
2022-03-11T00:00:00.000,379200,3495000,4602875,
2022-03-11T00:00:00.000,83700,564420,811945,
2022-03-11T00:00:00.000,506800,4713540,7120090,
2022-03-11T00:00:00.000,214300,2565560,4529430,
2022-03-11T00:00:00.000,820600,8107040,11888755,
2022-03-11T00:00:00.000,30410900,257481720,407591315,
2022-03-11T00:00:00.000,450800,4156700,6531545,
2022-03-11T00:00:00.000,596900,4478700,7661680,
2022-03-11T00:00:00.000,96700,867400,1276955,
2022-03-11T00:00:00.000,749900,6138600,10100995,
2022-03-11T00:00:00.000,971700,8318840,12827915,
2022-03-11T00:00:00.000,3600,25020,94010,
2022-03-11T00:00:00.000,89200,709200,977765,
2022-03-11T00:00:00.000,288600,2404720,3590235,
2022-03-11T00:00:00.000,124400,1237020,1970960,
2022-03-11T00:00:00.000,500900,4264960,7279710,
2022-03-11T00:00:00.000,449700,4167640,5453635,
2022-03-11T00:00:00.000,70000,636980,1086025,
2022-03-11T00:00:00.000,626100,3799180,3378540,
2022-03-11T00:00:00.000,149600,1336680,2306430,
2022-03-11T00:00:00.000,251400,2474360,3189460,
2022-03-11T00:00:00.000,775000,6661320,11442585,
2022-03-11T00:00:00.000,604700,5434620,8152100,
2022-03-11T00:00:00.000,1160700,9136940,16049005,
2022-03-11T00:00:00.000,12600,56400,21480,
2022-03-11T00:00:00.000,1509400,11041960,16503365,
2022-03-11T00:00:00.000,423000,4226100,6489945,
2022-03-11T00:00:00.000,601500,5148200,9370210,
2022-03-11T00:00:00.000,16100,149420,170610,
2022-03-11T00:00:00.000,461000,3600960,5531425,
2022-03-11T00:00:00.000,156000,1258280,1826510,
2022-03-11T00:00:00.000,610400,6176300,9503290,
2022-03-11T00:00:00.000,487000,4396140,7066335,
2022-03-11T00:00:00.000,241900,2060360,3736390,
2022-03-11T00:00:00.000,12800,86940,51360,
2022-03-11T00:00:00.000,2611300,21297540,35454755,
2022-03-11T00:00:00.000,3800,28500,11690,
2022-03-10T00:00:00.000,254800,2211240,3312175,
2022-03-10T00:00:00.000,156000,1258080,1824910,
2022-03-10T00:00:00.000,83700,563620,811345,
2022-03-10T00:00:00.000,224100,2147380,2956655,
2022-03-10T00:00:00.000,89200,709200,975765,
2022-03-10T00:00:00.000,105700,1250480,1453915,
2022-03-10T00:00:00.000,449700,4164040,5449235,
2022-03-10T00:00:00.000,423000,4223200,6483945,
2022-03-10T00:00:00.000,971700,8314140,12792215,
2022-03-10T00:00:00.000,186300,1666300,2421845,
2022-03-10T00:00:00.000,932400,7959940,11281790,
2022-03-10T00:00:00.000,96700,867000,1275555,
2022-03-10T00:00:00.000,149600,1336080,2305430,
2022-03-10T00:00:00.000,104200,778200,1009795,
2022-03-10T00:00:00.000,379200,3490500,4589175,
2022-03-10T00:00:00.000,749900,6138500,10092695,
2022-03-10T00:00:00.000,395500,4041660,4878680,
2022-03-10T00:00:00.000,258300,1959000,3484610,
2022-03-10T00:00:00.000,214300,2565560,4525030,
2022-03-10T00:00:00.000,919500,7920460,12186840,
2022-03-10T00:00:00.000,3691500,30920020,51861205,
2022-03-10T00:00:00.000,152200,1263920,1792930,
2022-03-10T00:00:00.000,320100,3238920,4384170,
2022-03-10T00:00:00.000,2800,38340,105420,
2022-03-10T00:00:00.000,506800,4707240,7109290,
2022-03-10T00:00:00.000,124400,1236520,1970660,
2022-03-10T00:00:00.000,948700,7564060,12597975,
2022-03-10T00:00:00.000,48000,413540,478145,
2022-03-10T00:00:00.000,2345500,16992180,26593665,
2022-03-10T00:00:00.000,461000,3597160,5522625,
2022-03-10T00:00:00.000,1509400,11037360,16491465,
2022-03-10T00:00:00.000,288600,2402720,3587035,
2022-03-10T00:00:00.000,610400,6172400,9496390,
2022-03-10T00:00:00.000,70000,636980,1084325,
2022-03-10T00:00:00.000,487000,4393040,7060135,
2022-03-10T00:00:00.000,30409200,257273620,407042315,
2022-03-10T00:00:00.000,604700,5432420,8129800,
2022-03-10T00:00:00.000,340400,3214060,4798075,
2022-03-10T00:00:00.000,162100,1550160,2169425,
2022-03-10T00:00:00.000,600,23500,83610,
2022-03-10T00:00:00.000,16100,149420,170610,
2022-03-10T00:00:00.000,251400,2471360,3186660,
2022-03-10T00:00:00.000,12800,86940,51360,
2022-03-10T00:00:00.000,450800,4147400,6525445,
2022-03-10T00:00:00.000,321600,2930980,3771950,
2022-03-10T00:00:00.000,820600,8097840,11873155,
2022-03-10T00:00:00.000,1160500,9129340,16030205,
2022-03-10T00:00:00.000,52400,503420,761080,
2022-03-10T00:00:00.000,3800,28500,11690,
2022-03-10T00:00:00.000,177600,1169840,1965290,
2022-03-10T00:00:00.000,241800,2058660,3726890,
2022-03-10T00:00:00.000,500900,4263560,7276010,
2022-03-10T00:00:00.000,71700,667980,969270,
2022-03-10T00:00:00.000,210000,2161940,4263270,
2022-03-10T00:00:00.000,1868000,15575600,26841545,
2022-03-10T00:00:00.000,626100,3799180,3378540,
2022-03-10T00:00:00.000,774500,6650720,11425985,
2022-03-10T00:00:00.000,2611200,21276440,35360355,
2022-03-10T00:00:00.000,23200,84780,210680,
2022-03-10T00:00:00.000,3600,25020,94010,
2022-03-10T00:00:00.000,596900,4474900,7640280,
2022-03-10T00:00:00.000,12600,56400,21480,
2022-03-10T00:00:00.000,601500,5146600,9362510,
2022-03-10T00:00:00.000,87600,952300,1460525,
2022-03-09T00:00:00.000,12800,86940,51360,
2022-03-09T00:00:00.000,69900,635880,1083525,
2022-03-09T00:00:00.000,749800,6134300,10091695,
2022-03-09T00:00:00.000,30402400,257015520,406870815,
2022-03-09T00:00:00.000,12600,56400,21480,
2022-03-09T00:00:00.000,610300,6164000,9493190,
2022-03-09T00:00:00.000,241800,2055460,3726190,
2022-03-09T00:00:00.000,601500,5142100,9358310,
2022-03-09T00:00:00.000,2345300,16977780,26580665,
2022-03-09T00:00:00.000,214200,2564860,4524630,
2022-03-09T00:00:00.000,48000,413140,477945,
2022-03-09T00:00:00.000,774200,6644120,11422685,
2022-03-09T00:00:00.000,186300,1665500,2420545,
2022-03-09T00:00:00.000,3800,28500,11690,
2022-03-09T00:00:00.000,919500,7912460,12184940,
2022-03-09T00:00:00.000,149600,1334480,2305430,
2022-03-09T00:00:00.000,626100,3799180,3378540,
2022-03-09T00:00:00.000,124400,1235220,1970660,
2022-03-09T00:00:00.000,378900,3485000,4587475,
2022-03-09T00:00:00.000,258300,1956700,3483710,
2022-03-09T00:00:00.000,105600,1248880,1448615,
2022-03-09T00:00:00.000,450600,4144800,6524845,
2022-03-09T00:00:00.000,500900,4258860,7272510,
2022-03-09T00:00:00.000,1509400,11024760,16483765,
2022-03-09T00:00:00.000,423000,4220500,6481345,
2022-03-09T00:00:00.000,224000,2145280,2955455,
2022-03-09T00:00:00.000,461000,3593160,5521225,
2022-03-09T00:00:00.000,87600,951800,1460525,
2022-03-09T00:00:00.000,16100,149320,169710,
2022-03-09T00:00:00.000,1866500,15563500,26832845,
2022-03-09T00:00:00.000,3600,25020,94010,
2022-03-09T00:00:00.000,161600,1547360,2168525,
2022-03-09T00:00:00.000,2611200,21258640,35332055,
2022-03-09T00:00:00.000,820300,8088940,11870755,
2022-03-09T00:00:00.000,104200,777000,1008895,
2022-03-09T00:00:00.000,2800,38340,105420,
2022-03-09T00:00:00.000,210000,2161940,4263270,
2022-03-09T00:00:00.000,254800,2209740,3307075,
2022-03-09T00:00:00.000,395200,4037660,4875180,
2022-03-09T00:00:00.000,96700,866300,1275555,
2022-03-09T00:00:00.000,449600,4159740,5448635,
2022-03-09T00:00:00.000,71600,667480,968670,
2022-03-09T00:00:00.000,486900,4388540,7058635,
2022-03-09T00:00:00.000,156000,1256280,1824010,
2022-03-09T00:00:00.000,1160500,9123440,16028105,
2022-03-09T00:00:00.000,288600,2402020,3586135,
2022-03-09T00:00:00.000,177600,1169040,1964890,
2022-03-09T00:00:00.000,340100,3212360,4797675,
2022-03-09T00:00:00.000,52400,503320,761080,
2022-03-09T00:00:00.000,506600,4702940,7107890,
2022-03-09T00:00:00.000,89200,708700,975065,
2022-03-09T00:00:00.000,251400,2469960,3186660,
2022-03-09T00:00:00.000,321600,2923880,3770650,
2022-03-09T00:00:00.000,152100,1261520,1791930,
2022-03-09T00:00:00.000,83700,562320,810345,
2022-03-09T00:00:00.000,320100,3236720,4382070,
2022-03-09T00:00:00.000,948500,7557960,12596175,
2022-03-09T00:00:00.000,971600,8305740,12789115,
2022-03-09T00:00:00.000,600,21500,83610,
2022-03-09T00:00:00.000,604600,5423220,8126400,
2022-03-09T00:00:00.000,595900,4465600,7631180,
2022-03-09T00:00:00.000,23200,84780,210680,
2022-03-09T00:00:00.000,3691200,30889520,51824105,
2022-03-09T00:00:00.000,932300,7948040,11279090,
2022-03-08T00:00:00.000,1866200,15559100,26819745,
2022-03-08T00:00:00.000,96700,866200,1275155,
2022-03-08T00:00:00.000,820300,8083940,11853555,
2022-03-08T00:00:00.000,149600,1334180,2301230,
2022-03-08T00:00:00.000,87600,951600,1460225,
2022-03-08T00:00:00.000,12800,86940,51360,
2022-03-08T00:00:00.000,450600,4144200,6524845,
2022-03-08T00:00:00.000,3691100,30877720,51795005,
2022-03-08T00:00:00.000,506300,4698640,7105290,
2022-03-08T00:00:00.000,600,21500,83610,
2022-03-08T00:00:00.000,971500,8303540,12783815,
2022-03-08T00:00:00.000,604600,5421720,8123700,
2022-03-08T00:00:00.000,156000,1256180,1821110,
2022-03-08T00:00:00.000,258300,1956700,3483310,
2022-03-08T00:00:00.000,16100,149320,169710,
2022-03-08T00:00:00.000,919500,7908560,12152240,
2022-03-08T00:00:00.000,288600,2400820,3585835,
2022-03-08T00:00:00.000,1160400,9121640,16006605,
2022-03-08T00:00:00.000,12600,56400,21480,
2022-03-08T00:00:00.000,395200,4034060,4873380,
2022-03-08T00:00:00.000,161500,1546560,2167325,
2022-03-08T00:00:00.000,626100,3799180,3373740,
2022-03-08T00:00:00.000,210000,2161740,4262470,
2022-03-08T00:00:00.000,186300,1664800,2416845,
2022-03-08T00:00:00.000,251400,2469760,3185760,
2022-03-08T00:00:00.000,23200,84780,210680,
2022-03-08T00:00:00.000,52400,501820,761080,
2022-03-08T00:00:00.000,601500,5140800,9343610,
2022-03-08T00:00:00.000,610300,6161000,9487190,
2022-03-08T00:00:00.000,340000,3210760,4795075,
2022-03-08T00:00:00.000,321600,2923080,3769650,
2022-03-08T00:00:00.000,932200,7944740,11275590,
2022-03-08T00:00:00.000,3800,28500,11690,
2022-03-08T00:00:00.000,774200,6640820,11420985,
2022-03-08T00:00:00.000,71600,667380,965970,
2022-03-08T00:00:00.000,30398700,256887620,406573915,
2022-03-08T00:00:00.000,2611000,21244940,35312155,
2022-03-08T00:00:00.000,320000,3235920,4380270,
2022-03-08T00:00:00.000,3600,25020,94010,
2022-03-08T00:00:00.000,486800,4384040,7052735,
2022-03-08T00:00:00.000,595900,4462900,7627580,
2022-03-08T00:00:00.000,449600,4156840,5447035,
2022-03-08T00:00:00.000,89200,708300,974565,
2022-03-08T00:00:00.000,2344300,16961680,26562465,
2022-03-08T00:00:00.000,749700,6129900,10079495,
2022-03-08T00:00:00.000,500600,4255860,7271210,
2022-03-08T00:00:00.000,378900,3483400,4584175,
2022-03-08T00:00:00.000,1509400,11019060,16468965,
2022-03-08T00:00:00.000,83700,562320,809345,
2022-03-08T00:00:00.000,69900,635580,1082625,
2022-03-08T00:00:00.000,948300,7553860,12577275,
2022-03-08T00:00:00.000,124400,1234620,1969860,
2022-03-08T00:00:00.000,48000,412940,477345,
2022-03-08T00:00:00.000,254800,2208440,3306775,
2022-03-08T00:00:00.000,224000,2144280,2952355,
2022-03-08T00:00:00.000,461000,3589660,5521225,
2022-03-08T00:00:00.000,2800,38340,105420,
2022-03-08T00:00:00.000,105600,1248780,1448615,
2022-03-08T00:00:00.000,423000,4218600,6472045,
2022-03-08T00:00:00.000,241600,2054360,3724390,
2022-03-08T00:00:00.000,177600,1168840,1963990,
2022-03-08T00:00:00.000,104200,776900,1007995,
2022-03-08T00:00:00.000,152100,1261320,1791730,
2022-03-08T00:00:00.000,213900,2564860,4522430,
2022-03-07T00:00:00.000,161500,1545960,2164025,
2022-03-07T00:00:00.000,932200,7941440,11257590,
2022-03-07T00:00:00.000,601500,5138900,9341710,
2022-03-07T00:00:00.000,30393100,256743120,406297115,
2022-03-07T00:00:00.000,23200,84780,210680,
2022-03-07T00:00:00.000,254800,2207540,3305675,
2022-03-07T00:00:00.000,251400,2469560,3182260,
2022-03-07T00:00:00.000,1866100,15557400,26778345,
2022-03-07T00:00:00.000,595900,4461600,7619380,
2022-03-07T00:00:00.000,96700,865900,1274455,
2022-03-07T00:00:00.000,2610300,21227540,35295355,
2022-03-07T00:00:00.000,450600,4143700,6524545,
2022-03-07T00:00:00.000,124400,1233320,1969860,
2022-03-07T00:00:00.000,83700,561920,808145,
2022-03-07T00:00:00.000,449600,4148740,5434135,
2022-03-07T00:00:00.000,506300,4696440,7103390,
2022-03-07T00:00:00.000,378900,3480400,4578075,
2022-03-07T00:00:00.000,500600,4255060,7266210,
2022-03-07T00:00:00.000,423000,4217400,6471845,
2022-03-07T00:00:00.000,186300,1662500,2415645,
2022-03-07T00:00:00.000,288400,2399720,3585035,
2022-03-07T00:00:00.000,156000,1256180,1821110,
2022-03-07T00:00:00.000,12600,56400,20480,
2022-03-07T00:00:00.000,3800,28500,11690,
2022-03-07T00:00:00.000,918100,7895960,12149440,
2022-03-07T00:00:00.000,241500,2052960,3723890,
2022-03-07T00:00:00.000,320000,3234620,4377670,
2022-03-07T00:00:00.000,152100,1261120,1791030,
2022-03-07T00:00:00.000,749600,6128600,10079095,
2022-03-07T00:00:00.000,486700,4383340,7052135,
2022-03-07T00:00:00.000,3690800,30857220,51721105,
2022-03-07T00:00:00.000,340000,3209960,4790275,
2022-03-07T00:00:00.000,2343600,16951580,26545665,
2022-03-07T00:00:00.000,87600,951400,1460225,
2022-03-07T00:00:00.000,610300,6156400,9483990,
2022-03-07T00:00:00.000,16100,148720,169710,
2022-03-07T00:00:00.000,971500,8298340,12775815,
2022-03-07T00:00:00.000,1160200,9118640,16004105,
2022-03-07T00:00:00.000,104200,776600,1007295,
2022-03-07T00:00:00.000,395200,4031360,4871280,
2022-03-07T00:00:00.000,321500,2921880,3768850,
2022-03-07T00:00:00.000,48000,412840,477345,
2022-03-07T00:00:00.000,258300,1956400,3479410,
2022-03-07T00:00:00.000,52400,501220,761080,
2022-03-07T00:00:00.000,210000,2161740,4261470,
2022-03-07T00:00:00.000,774200,6638720,11412585,
2022-03-07T00:00:00.000,224000,2144080,2951155,
2022-03-07T00:00:00.000,89000,708100,973565,
2022-03-07T00:00:00.000,69900,635580,1081925,
2022-03-07T00:00:00.000,177600,1168340,1963690,
2022-03-07T00:00:00.000,71600,667380,965970,
2022-03-07T00:00:00.000,2800,38140,105420,
2022-03-07T00:00:00.000,105200,1245480,1446615,
2022-03-07T00:00:00.000,461000,3588060,5519325,
2022-03-07T00:00:00.000,1509400,11011060,16462765,
2022-03-07T00:00:00.000,604600,5417620,8122500,
2022-03-07T00:00:00.000,12800,86940,51360,
2022-03-07T00:00:00.000,3600,25020,94010,
2022-03-07T00:00:00.000,600,21500,83610,
2022-03-07T00:00:00.000,626100,3792380,3373740,
2022-03-07T00:00:00.000,947000,7546860,12574175,
2022-03-07T00:00:00.000,213900,2563560,4522430,
2022-03-07T00:00:00.000,149600,1334080,2299430,
2022-03-07T00:00:00.000,820200,8080340,11852355,
2022-03-06T00:00:00.000,506300,4696440,7103390,
2022-03-06T00:00:00.000,450600,4143700,6524545,
2022-03-06T00:00:00.000,83700,561920,808145,
2022-03-06T00:00:00.000,449600,4148740,5434135,
2022-03-06T00:00:00.000,48000,412840,477345,
2022-03-06T00:00:00.000,1509400,11011060,16462765,
2022-03-06T00:00:00.000,258300,1956400,3479410,
2022-03-06T00:00:00.000,254800,2207540,3305675,
2022-03-06T00:00:00.000,774200,6638720,11412585,
2022-03-06T00:00:00.000,69900,635580,1081925,
2022-03-06T00:00:00.000,321500,2921880,3768850,
2022-03-06T00:00:00.000,224000,2144080,2951155,
2022-03-06T00:00:00.000,601500,5138900,9341710,
2022-03-06T00:00:00.000,2800,38140,105420,
2022-03-06T00:00:00.000,600,21500,83610,
2022-03-06T00:00:00.000,104200,776600,1007295,
2022-03-06T00:00:00.000,12600,56400,17380,
2022-03-06T00:00:00.000,105200,1245480,1446615,
2022-03-06T00:00:00.000,251400,2469560,3182260,
2022-03-06T00:00:00.000,3690800,30857220,51721105,
2022-03-06T00:00:00.000,604600,5417620,8122500,
2022-03-06T00:00:00.000,918100,7895960,12149440,
2022-03-06T00:00:00.000,186300,1662500,2415645,
2022-03-06T00:00:00.000,152100,1261120,1791030,
2022-03-06T00:00:00.000,378900,3480400,4578075,
2022-03-06T00:00:00.000,610300,6156400,9483990,
2022-03-06T00:00:00.000,30393100,256743120,406293415,
2022-03-06T00:00:00.000,156000,1256180,1821110,
2022-03-06T00:00:00.000,2610300,21227540,35295355,
2022-03-06T00:00:00.000,749600,6128600,10079095,
2022-03-06T00:00:00.000,96700,865900,1274455,
2022-03-06T00:00:00.000,1160200,9118640,16004105,
2022-03-06T00:00:00.000,820200,8080340,11852355,
2022-03-06T00:00:00.000,947000,7546860,12574175,
2022-03-06T00:00:00.000,932200,7941440,11257590,
2022-03-06T00:00:00.000,288400,2399720,3585035,
2022-03-06T00:00:00.000,320000,3234620,4377670,
2022-03-06T00:00:00.000,161500,1545960,2164025,
2022-03-06T00:00:00.000,210000,2161740,4261470,
2022-03-06T00:00:00.000,16100,148720,169710,
2022-03-06T00:00:00.000,1866100,15557400,26778345,
2022-03-06T00:00:00.000,12800,86940,51360,
2022-03-06T00:00:00.000,241500,2052960,3723890,
2022-03-06T00:00:00.000,52400,501220,761080,
2022-03-06T00:00:00.000,423000,4217400,6471845,
2022-03-06T00:00:00.000,87600,951400,1460225,
2022-03-06T00:00:00.000,124400,1233320,1969860,
2022-03-06T00:00:00.000,3600,25020,93410,
2022-03-06T00:00:00.000,2343600,16951580,26545665,
2022-03-06T00:00:00.000,71600,667380,965970,
2022-03-06T00:00:00.000,23200,84780,210680,
2022-03-06T00:00:00.000,595900,4461600,7619380,
2022-03-06T00:00:00.000,340000,3209960,4790275,
2022-03-06T00:00:00.000,395200,4031360,4871280,
2022-03-06T00:00:00.000,149600,1334080,2299430,
2022-03-06T00:00:00.000,486700,4383340,7052135,
2022-03-06T00:00:00.000,971500,8298340,12775815,
2022-03-06T00:00:00.000,461000,3588060,5519325,
2022-03-06T00:00:00.000,213900,2563560,4522430,
2022-03-06T00:00:00.000,500600,4255060,7266210,
2022-03-06T00:00:00.000,89000,708100,973565,
2022-03-06T00:00:00.000,3800,28500,11690,
2022-03-06T00:00:00.000,177600,1168340,1963690,
2022-03-06T00:00:00.000,626100,3792380,3373740,
2022-03-05T00:00:00.000,30393100,256742620,406280715,
2022-03-05T00:00:00.000,378900,3480400,4578075,
2022-03-05T00:00:00.000,23200,84780,210680,
2022-03-05T00:00:00.000,450600,4143700,6524545,
2022-03-05T00:00:00.000,71600,667380,965970,
2022-03-05T00:00:00.000,340000,3209960,4789275,
2022-03-05T00:00:00.000,449600,4148740,5434135,
2022-03-05T00:00:00.000,258300,1956400,3479410,
2022-03-05T00:00:00.000,12800,86940,51360,
2022-03-05T00:00:00.000,48000,412840,477345,
2022-03-05T00:00:00.000,124400,1233320,1969860,
2022-03-05T00:00:00.000,69900,635580,1081925,
2022-03-05T00:00:00.000,213900,2563560,4522430,
2022-03-05T00:00:00.000,2610300,21227040,35293955,
2022-03-05T00:00:00.000,486700,4383340,7052135,
2022-03-05T00:00:00.000,2343600,16951580,26541665,
2022-03-05T00:00:00.000,600,21500,83610,
2022-03-05T00:00:00.000,161500,1545960,2163725,
2022-03-05T00:00:00.000,224000,2144080,2951155,
2022-03-05T00:00:00.000,156000,1256180,1821110,
2022-03-05T00:00:00.000,932200,7941440,11257490,
2022-03-05T00:00:00.000,104200,776600,1007295,
2022-03-05T00:00:00.000,149600,1334080,2299430,
2022-03-05T00:00:00.000,1160200,9118640,16004105,
2022-03-05T00:00:00.000,3600,25020,93410,
2022-03-05T00:00:00.000,254800,2207540,3305275,
2022-03-05T00:00:00.000,3800,28500,11690,
