date,high,open,close,low,volume,company
2019-03-01,36.1860674117,36.0373249986,35.8307342529,35.7728892428,26667781.0,Pfizer
2019-03-04,36.0207955218,35.8968424033,35.591091156,35.4340856445,22805820.0,Pfizer
2019-03-05,35.7398327803,35.6076165788,35.4423446655,35.4092889539,26529812.0,Pfizer
2019-03-06,35.4258139579,35.3844984728,34.5911979675,34.3928736718,22410359.0,Pfizer
2019-03-07,34.6159946984,34.5912054021,34.2028198242,34.0871297962,29046132.0,Pfizer
2019-03-08,34.2441283021,34.1532309116,33.7896347046,33.3351411071,31306119.0,Pfizer
2019-03-11,34.3102349948,33.9631683187,34.2937088013,33.7152621261,29161545.0,Pfizer
2019-03-12,34.6407849261,34.4589867979,34.4837760925,34.1862879443,24170539.0,Pfizer
2019-03-13,34.81432038,34.5994665338,34.7151565552,34.3350340977,23715316.0,Pfizer
2019-03-14,34.7729959367,34.7068878384,34.0375404358,33.9879585314,32119596.0,Pfizer
2019-03-15,34.6077350265,34.0706036498,34.525100708,33.764852352,74768652.0,Pfizer
2019-03-18,34.7647424818,34.5168362138,34.5498886108,34.4176723775,18994345.0,Pfizer
2019-03-19,35.0622265751,34.6821007955,34.9547996521,34.5003059879,26403227.0,Pfizer
2019-03-20,35.0374275266,34.8721589459,34.847366333,34.5250889458,23499035.0,Pfizer
2019-03-21,35.2357487623,34.6490390388,34.9961090088,34.5994571399,24262553.0,Pfizer
2019-03-22,35.2192270364,34.8721603449,34.5829353333,34.566409139,19620105.0,Pfizer
2019-03-25,34.8308435123,34.5498815819,34.6159896851,34.4341915706,19823316.0,Pfizer
2019-03-26,35.285338927,34.8721640917,35.0539588928,34.8143190831,20849279.0,Pfizer
2019-03-27,35.2357539871,34.9878477782,34.7234153748,34.6407810793,19455048.0,Pfizer
2019-03-28,35.0126374838,34.8556286807,34.9465293884,34.7564681989,16915541.0,Pfizer
2019-03-29,35.1861727727,35.037427065,35.0952720642,34.8638920672,21681834.0,Pfizer
2019-04-01,35.483661478,35.1861733799,35.4010238647,35.1613807669,20345046.0,Pfizer
2019-04-02,35.6819945224,35.4919332814,35.4588775635,35.3183982381,18625129.0,Pfizer
2019-04-03,35.5910850591,35.5249769621,35.4010238647,35.1613807669,16200402.0,Pfizer
2019-04-04,35.4671322817,35.359705377,35.3183898926,35.1200655996,12990972.0,Pfizer
2019-04-05,35.7646217468,35.5167155405,35.5249786377,35.4423443431,15559043.0,Pfizer
2019-04-08,35.7646157679,35.5910807879,35.6489257812,35.4588646097,15410323.0,Pfizer
2019-04-09,35.5332400589,35.5167138652,35.4010238647,35.1861733799,18825072.0,Pfizer
2019-04-10,35.467136578,35.467136578,35.310131073,35.2440229673,13202615.0,Pfizer
2019-04-11,35.3927680315,35.359712315,34.9300079346,34.6986312086,20214877.0,Pfizer
2019-04-12,34.9878487332,34.9878487332,34.4672470093,34.3598200965,21338546.0,Pfizer
2019-04-15,34.8060545542,34.5912040268,34.7812652588,34.2689265745,18362788.0,Pfizer
2019-04-16,34.9548009734,34.888692862,33.8144302368,33.7400590268,27506976.0,Pfizer
2019-04-17,33.8805338495,33.7978995518,32.9550170898,32.5501053764,42412117.0,Pfizer
2019-04-18,32.9963370512,32.9963370512,32.5418434143,31.7485428323,50579774.0,Pfizer
2019-04-22,32.640996513,32.252611069,32.2112922668,32.070812991,31018904.0,Pfizer
2019-04-23,32.7566997323,32.3022060148,32.5749015808,32.1286709626,26672102.0,Pfizer
2019-04-24,32.7566900551,32.6410000544,32.5335731506,32.3600414722,21196994.0,Pfizer
2019-04-25,32.9137011868,32.4344149567,32.7319030762,32.3683068549,18130065.0,Pfizer
2019-04-26,33.045921762,32.7814859972,33.0293922424,32.599691185,20053193.0,Pfizer
2019-04-29,33.0707109776,33.0293921627,32.7153778076,32.7153778076,23229001.0,Pfizer
2019-04-30,34.029281218,33.3847230328,33.5582580566,32.8889105777,34360400.0,Pfizer
2019-05-01,33.8144247533,33.5417292532,33.6904716492,33.1946592326,20703406.0,Pfizer
2019-05-02,33.8970641802,33.7235291607,33.88879776,33.5334679457,20471210.0,Pfizer
2019-05-03,34.2937172333,34.0623371774,34.2028198242,33.9053316555,18664759.0,Pfizer
2019-05-06,34.5168312108,33.8061649066,34.4176673889,33.7483198976,25973406.0,Pfizer
2019-05-07,34.4672553414,34.2028228667,33.7400627136,33.4673671395,27603838.0,Pfizer
2019-05-08,33.9053338862,33.7152726341,33.839225769,33.4177844458,23811968.0,Pfizer
2019-05-09,34.04763572,33.5974475218,33.8809013367,33.539089482,19732461.0,Pfizer
2019-05-10,34.0309723477,33.8725709527,33.9476051331,33.2389720762,17391527.0,Pfizer
2019-05-13,33.8892423454,33.5390940591,33.8225479126,33.4723996262,28010788.0,Pfizer
2019-05-14,34.0726495043,33.8392173365,33.8975753784,33.8142048316,26772759.0,Pfizer
2019-05-15,34.4227959537,34.0643113015,34.3060798645,33.930922443,33520678.0,Pfizer
2019-05-16,34.9980381739,34.30607806,34.7145843506,34.30607806,25508486.0,Pfizer
2019-05-17,34.8563073563,34.4311283245,34.5728569031,34.389446406,29187684.0,Pfizer
2019-05-20,34.7729406484,34.5144993427,34.6728973389,34.4144560331,24251591.0,Pfizer
2019-05-21,34.8563095889,34.7729423947,34.7395935059,34.5895318859,28785056.0,Pfizer
2019-05-22,35.1897925362,34.7562770009,35.0063819885,34.6395608931,25274604.0,Pfizer
2019-05-23,34.9980425987,34.8813265009,34.9480209351,34.7229251248,25495944.0,Pfizer
2019-05-24,35.2731528726,35.0647332076,34.9730262756,34.9063318487,15383341.0,Pfizer
2019-05-28,35.4148845529,35.139770411,34.931350708,34.9230109701,49440610.0,Pfizer
2019-05-29,34.8813238372,34.7646077483,34.7812805176,34.4144594817,26895761.0,Pfizer
2019-05-30,34.9730326374,34.7479401627,34.931350708,34.6645695999,17344308.0,Pfizer
2019-05-31,34.9980410846,34.7562725143,34.6145439148,34.5561892204,22639288.0,Pfizer
2019-06-03,35.1731133934,34.7062523542,34.9480209351,34.6562306906,22643082.0,Pfizer
2019-06-04,35.6399745036,35.414878714,35.2064590454,35.0480576839,18453537.0,Pfizer
2019-06-05,35.7150092955,35.5149259891,35.4148826599,35.3565246099,21418861.0,Pfizer
2019-06-06,35.9234316329,35.6816630521,35.6066322327,35.4148819635,24494222.0,Pfizer
2019-06-07,36.0568214299,35.8317256139,35.781703949,35.7316856361,20023470.0,Pfizer
2019-06-10,36.0484783081,36.0484783081,35.9067497253,35.5732776083,15275727.0,Pfizer
2019-06-11,36.098499378,36.0151321804,35.5732803345,35.4732370157,18813162.0,Pfizer
2019-06-12,35.9901304635,35.4065499035,35.915096283,35.3982135172,16296843.0,Pfizer
2019-06-13,35.9651082818,35.9067502415,35.431552887,35.3231731904,14464042.0,Pfizer
2019-06-14,35.7400151984,35.4482283268,35.648311615,35.4148794361,13197872.0,Pfizer
2019-06-17,35.7650248188,35.5982870828,35.7483520508,35.3065002347,14094931.0,Pfizer
2019-06-18,36.1235091154,35.6983300712,35.9067497253,35.6983300712,22833434.0,Pfizer
2019-06-19,36.3402743566,35.9901293831,36.2652435303,35.9234349428,21753611.0,Pfizer
2019-06-20,36.773781348,36.5403491852,36.3486022949,36.273571486,23500300.0,Pfizer
2019-06-21,36.6820846499,36.3069271831,36.4069671631,36.1068438712,38141203.0,Pfizer
2019-06-24,36.5987111856,36.4236403966,36.4819984436,36.2402298706,24624075.0,Pfizer
2019-06-25,36.9238503126,36.5570292606,36.4819984436,36.4819984436,28429015.0,Pfizer
2019-06-26,36.515341382,36.4152980651,35.840057373,35.4315544251,41009348.0,Pfizer
2019-06-27,36.3152545381,35.8650663603,36.2068748474,35.8567299767,21994977.0,Pfizer
2019-06-28,36.4486454625,36.2235496847,36.1151733398,35.8317195216,39726209.0,Pfizer
2019-07-01,36.5820409652,36.2735779387,36.4903373718,36.1318526798,21341392.0,Pfizer
2019-07-02,36.8654899597,36.4152983818,36.8654899597,36.3986256129,16541898.0,Pfizer
2019-07-03,37.1489413798,36.9905433667,37.0155525208,36.6654042518,10297580.0,Pfizer
2019-07-05,36.9738716265,36.9405227349,36.6153869629,36.49867087,18295227.0,Pfizer
2019-07-08,36.5737000332,36.5153419894,36.0984992981,35.8317215846,23955312.0,Pfizer
2019-07-09,36.5153411763,36.1985418107,36.1568565369,36.0984984943,14223308.0,Pfizer
2019-07-10,36.7737833632,36.3902895617,36.7321014404,36.21521543,15298599.0,Pfizer
2019-07-11,36.3152516559,36.1151684097,35.8317146301,35.3315048385,38383518.0,Pfizer
2019-07-12,35.8400561575,35.7733617326,35.3481826782,35.0230469374,33580967.0,Pfizer
2019-07-15,35.6566530879,35.2398103307,35.6399803162,35.2148011732,20363912.0,Pfizer
2019-07-16,35.8233823915,35.6733174255,35.7233390808,35.4148761168,19553386.0,Pfizer
2019-07-17,36.0067949821,35.9234277864,35.6316375732,35.6233011889,16341532.0,Pfizer
2019-07-18,35.8984146118,35.7316802234,35.8984146118,35.4732355526,13728877.0,Pfizer
2019-07-19,36.0234677531,36.0067949843,35.6566467285,35.6566467285,23552579.0,Pfizer
2019-07-22,35.8650676594,35.7066663094,35.6983299255,35.4732341525,12552086.0,Pfizer
2019-07-23,36.0401441415,35.7233447434,35.9234313965,35.6399775392,19586904.0,Pfizer
2019-07-24,35.8483907371,35.8483907371,35.7566871643,35.3231717477,18117838.0,Pfizer
2019-07-25,35.8483944331,35.7066691915,35.5732803345,35.4565642466,17514634.0,Pfizer
2019-07-26,35.9901258302,35.5649467203,35.9234313965,35.3731998044,21062187.0,Pfizer
2019-07-29,35.8483972393,35.1564403943,34.5561904907,34.4644835493,64559186.0,Pfizer
2019-07-30,33.5474242032,33.2056157175,32.3385848999,32.1801835564,95739668.0,Pfizer
2019-07-31,33.0722326236,32.18019241,32.3802757263,32.1051615854,56309423.0,Pfizer
2019-08-01,32.4980782484,32.2372190686,32.1867294312,31.7070863335,51624920.0,Pfizer
2019-08-02,32.4307564289,32.1867260263,31.9763565063,31.7659869864,29153640.0,Pfizer
2019-08-05,31.8333124552,31.7744084351,31.1012210846,30.6384066842,46030183.0,Pfizer
2019-08-06,31.3957364792,31.2947572076,31.0928020477,30.6888883446,31985843.0,Pfizer
2019-08-07,30.9497575025,30.8403638321,30.7814598083,30.1755908161,32017253.0,Pfizer
2019-08-08,31.0928043841,30.8824314497,31.0254859924,30.7982843059,23356429.0,Pfizer
2019-08-09,30.9918219144,30.94133228,30.5879116058,30.3859530682,25391703.0,Pfizer
2019-08-12,30.5626698527,30.5542554762,29.7800922394,29.2667848236,44212665.0,Pfizer
2019-08-13,30.1335127692,29.8137495482,29.6202087402,29.5781368581,45549453.0,Pfizer
2019-08-14,29.435077423,29.3930021645,28.812379837,28.7787223369,38633421.0,Pfizer
2019-08-15,29.098489977,28.8628739064,29.014339447,28.5851859543,30713665.0,Pfizer
2019-08-16,29.4603250236,29.2162946052,29.1573905945,29.0227538223,30012334.0,Pfizer
2019-08-19,29.7211863259,29.350933484,29.6033782959,29.3088582209,21997296.0,Pfizer
2019-08-20,29.5865493542,29.5360597155,29.1237316132,29.0900741096,19932510.0,Pfizer
2019-08-21,29.5528873926,29.4014218653,29.3425178528,29.3004425915,19208728.0,Pfizer
2019-08-22,29.6454518562,29.4182501853,29.5192260742,29.2836134111,16933142.0,Pfizer
2019-08-23,29.7464279707,29.6286199466,28.8965320587,28.7534775247,27765311.0,Pfizer
2019-08-26,29.3340966875,29.1321381867,29.3172645569,29.0143301891,17468680.0,Pfizer
2019-08-27,29.5276440569,29.4603256693,28.8965320587,28.8712855488,24715351.0,Pfizer
2019-08-28,29.5781334692,28.9133605905,29.5192260742,28.8460422035,26047924.0,Pfizer
2019-08-29,30.1166805706,30.1166805706,29.729598999,29.645451861,19610302.0,Pfizer
2019-08-30,30.057777411,29.9736302706,29.9147262573,29.6875245799,18873346.0,Pfizer
2019-09-03,30.5290097189,29.9652160928,30.3943729401,29.8810655685,26624989.0,Pfizer
2019-09-04,30.6299899254,30.5458427726,30.150346756,30.040953089,20649441.0,Pfizer
2019-09-05,30.69731354,30.3859612743,30.5795021057,30.2008348204,22096794.0,Pfizer
2019-09-06,30.7730382263,30.5963261963,30.7141342163,30.385953282,20873416.0,Pfizer
2019-09-09,31.0002394798,30.7898699287,30.9918251038,30.4027883307,24675616.0,Pfizer
2019-09-10,31.4546356201,30.7898628488,31.4546356201,30.3102164579,32250397.0,Pfizer
2019-09-11,31.7744090217,31.757580268,31.479888916,31.0507320144,16963181.0,Pfizer
2019-09-12,31.6565986429,31.6145233785,31.3704929352,31.1853665086,16692303.0,Pfizer
2019-09-13,31.6397673984,31.4630587264,31.0591449738,30.8067001471,24099605.0,Pfizer
2019-09-16,31.1517083986,30.6804762735,30.9918251038,30.5879147536,19877070.0,Pfizer
2019-09-17,30.9665790068,30.9581646315,30.7141342163,30.5879118211,22091945.0,Pfizer
2019-09-18,30.8992610436,30.7730386467,30.613155365,30.5121794774,19679550.0,Pfizer
2019-09-19,30.9413352716,30.6468185786,30.7225513458,30.579496804,17746409.0,Pfizer
2019-09-20,31.3452421046,31.0423077189,30.8740100861,30.6973014625,45990658.0,Pfizer
2019-09-23,30.7898718883,30.6131598302,30.4953517914,30.4869374148,17295191.0,Pfizer
2019-09-24,30.7814519411,30.520592781,30.3018054962,30.276562371,24186560.0,Pfizer
2019-09-25,30.5879186743,30.2176657809,30.2092514038,30.0409537114,20269685.0,Pfizer
2019-09-26,30.4953464783,30.3522953347,30.1082649231,29.9315528957,17059728.0,Pfizer
2019-09-27,30.5794915027,30.1755812251,30.478515625,30.057773215,17583671.0,Pfizer
2019-09-30,30.5542487793,30.5290056554,30.2344856262,30.2260712516,17205391.0,Pfizer
2019-10-01,30.3102187683,30.2344860122,29.8137435913,29.8137435913,22013001.0,Pfizer
2019-10-02,29.6791112977,29.6706969216,29.199464798,29.1658072939,22458000.0,Pfizer
2019-10-03,29.8474104179,29.2078839761,29.830581665,29.1153190688,22076135.0,Pfizer
2019-10-04,30.2765608828,29.8642328419,30.2344856262,29.8305753434,18065349.0,Pfizer
2019-10-07,30.5121852648,30.141932379,30.150346756,30.1251002418,11759373.0,Pfizer
2019-10-08,30.1924107551,29.9988699858,29.8137435913,29.8053292166,14761270.0,Pfizer
2019-10-09,30.2008298409,29.9988746654,30.032535553,29.8978987693,13634333.0,Pfizer
2019-10-10,30.3018103911,30.0157080596,30.11668396,29.9568040414,12198680.0,Pfizer
2019-10-11,30.7814493664,30.4111965949,30.3859500885,30.3522925911,18446054.0,Pfizer
2019-10-14,30.587912663,30.4280293791,30.5458374023,30.276563854,8700981.0,Pfizer
2019-10-15,30.916089372,30.6720589568,30.7141342163,30.6384014558,15178232.0,Pfizer
2019-10-16,30.9245118812,30.8235359685,30.5795021057,30.5626733508,14435795.0,Pfizer
2019-10-17,30.9749933776,30.7057198367,30.6804733276,30.6047405672,15312090.0,Pfizer
2019-10-18,30.8824284833,30.6552302019,30.6804733276,30.5879118167,14219198.0,Pfizer
2019-10-21,30.8655997328,30.8403566071,30.6804733276,30.5963261919,13237081.0,Pfizer
2019-10-22,30.8824355311,30.6384084436,30.6552371979,30.5037682591,14549416.0,Pfizer
2019-10-23,30.9497496218,30.5542503104,30.9413318634,30.4785175515,14000598.0,Pfizer
2019-10-24,31.0002339266,30.9245011725,30.6215667725,30.5121765202,19998385.0,Pfizer
2019-10-25,31.0338967558,30.6299830693,30.9413318634,30.5542503104,17497665.0,Pfizer
2019-10-28,31.5387906093,31.0170722178,31.3704929352,30.9834113296,25800339.0,Pfizer
2019-10-29,32.6158867096,31.9763603153,32.1530723572,31.9090419256,32212032.0,Pfizer
2019-10-30,32.6663776167,32.3213678954,32.3802719116,32.2288063746,22019430.0,Pfizer
2019-10-31,32.4644241552,32.3045408503,32.2877120972,32.1278287923,24539860.0,Pfizer
2019-11-01,32.767360344,32.5569873853,32.3045425415,32.3045425415,19263220.0,Pfizer
2019-11-04,32.5990644363,32.5738179205,32.0016098022,32.0016098022,17709730.0,Pfizer
2019-11-05,32.0605042486,32.0016002406,31.5387859344,31.5303715595,21688474.0,Pfizer
2019-11-06,31.7491578056,31.6481819153,31.6481819153,31.4293946168,18757722.0,Pfizer
2019-11-07,31.9285544402,31.7756250784,31.3593120575,31.3338249692,22727297.0,Pfizer
2019-11-08,31.5717195336,31.3338263681,31.4782600403,31.2913444697,26626886.0,Pfizer
2019-11-11,31.4442774294,31.3593136321,31.3763084412,31.2233756557,12542916.0,Pfizer
2019-11-12,31.5122468635,31.2913450867,31.4102916718,31.1808941983,13338370.0,Pfizer
2019-11-13,31.3932926754,31.3932926754,31.0959262848,30.8410417831,25855252.0,Pfizer
2019-11-14,31.2318656586,31.0619449271,31.053445816,30.8580345836,25190600.0,Pfizer
2019-11-15,31.8350963715,31.1214203679,31.6736679077,31.0279608846,36378810.0,Pfizer
2019-11-18,31.809607248,31.7671253569,31.6226882935,31.4017899749,18084532.0,Pfizer
2019-11-19,32.0135100779,31.8011040655,31.996515274,31.7076480163,26475110.0,Pfizer
2019-11-20,32.022015359,31.9200601692,31.4782600403,31.4442772544,19947582.0,Pfizer
2019-11-21,32.2344158367,31.6141958757,32.0644950867,31.4697622133,20942664.0,Pfizer
2019-11-22,32.6337343648,32.1069738855,32.5657653809,32.0220135096,25544006.0,Pfizer
2019-11-25,33.0330604824,32.6932121006,32.8631362915,32.6677250092,31592385.0,Pfizer
2019-11-26,32.7866647681,32.7441828753,32.5317802429,32.327873306,34620633.0,Pfizer
2019-11-27,32.8886171737,32.6082455569,32.8206481934,32.5657636631,19201034.0,Pfizer
2019-11-29,33.0330540426,32.744183316,32.727191925,32.7186962296,9793873.0,Pfizer
2019-12-02,32.965084619,32.9565889236,32.5317802429,32.4977940454,15645998.0,Pfizer
2019-12-03,32.455319322,32.2514089454,32.3278770447,32.1494571732,20869832.0,Pfizer
2019-12-04,32.5062944265,32.4808073367,32.4043426514,32.1919399884,14501248.0,Pfizer
2019-12-05,32.5997571763,32.5997571763,32.3108863831,32.1069793963,13098058.0,Pfizer
2019-12-06,32.7271914845,32.5232845476,32.5317802429,32.4723069593,12868708.0,Pfizer
2019-12-09,32.6082514632,32.370358281,32.5572738647,32.370358281,15641571.0,Pfizer
2019-12-10,32.7781705768,32.5147903441,32.6932067871,32.446821362,19171311.0,Pfizer
2019-12-11,32.7696678511,32.5997437243,32.4723014832,32.4553100953,15569372.0,Pfizer
2019-12-12,32.8121553877,32.4298285587,32.7441864014,32.4298285587,13414469.0,Pfizer
2019-12-13,32.8631318205,32.7271938527,32.5657653809,32.3448670372,16678496.0,Pfizer
2019-12-16,33.4748614509,32.8801318924,33.2539596558,32.846145687,24187824.0,Pfizer
2019-12-17,33.508836476,33.508836476,33.0500450134,32.9990674251,29038016.0,Pfizer
2019-12-18,33.2029743113,33.1435010339,33.0415458679,32.8291432576,27339390.0,Pfizer
2019-12-19,33.2624488987,33.1350066443,33.1095161438,32.9735781946,22022276.0,Pfizer
2019-12-20,33.5937978348,33.4323693862,33.3304176331,33.1095159051,58199772.0,Pfizer
2019-12-23,33.5768039718,33.4918436058,33.4068832397,33.2454547866,17454345.0,Pfizer
2019-12-24,33.5088395216,33.4153834479,33.3813972473,33.304932566,5187683.0,Pfizer
2019-12-26,33.6192879009,33.3898938738,33.457862854,33.3049300866,9384078.0,Pfizer
2019-12-27,33.6617677539,33.5003393008,33.4068832397,33.3474099587,10117662.0,Pfizer
2019-12-30,33.4918485806,33.3898968094,33.0585441589,33.0415527664,11554264.0,Pfizer
2019-12-31,33.3049323712,32.956591751,33.287940979,32.8886193501,15175703.0,Pfizer
2020-01-02,33.4323795481,33.3899010614,33.2539596558,33.0330612767,16514072.0,Pfizer
2020-01-03,33.3389150358,32.8971149733,33.0755348206,32.8546330813,14922848.0,Pfizer
2020-01-06,33.1350133571,32.9820805712,33.0330581665,32.8801287966,15771951.0,Pfizer
2020-01-07,33.2454609721,33.2369652755,32.9226074219,32.8631341298,20108107.0,Pfizer
2020-01-08,33.3219235339,32.9311010199,33.1859855652,32.9226053238,16403507.0,Pfizer
2020-01-09,33.3643993387,33.3643993387,33.0415458679,32.956585507,21971895.0,Pfizer
2020-01-10,33.6702695205,33.1180185016,33.551322937,33.1095228051,21557357.0,Pfizer
2020-01-13,33.7892148047,33.6617725296,33.4833526611,33.3134284889,15392405.0,Pfizer
2020-01-14,34.0525897806,33.5003388684,34.0440940857,33.3898914188,20919160.0,Pfizer
2020-01-15,34.7237838399,34.1460458998,34.5538597107,34.1290510957,23925800.0,Pfizer
2020-01-16,34.6643200197,34.6558243233,34.5028915405,34.2565026816,16216422.0,Pfizer
2020-01-17,34.6728074683,34.4689005558,34.4179229736,34.3414583084,23083970.0,Pfizer
2020-01-21,34.5453783365,34.3074851402,34.2735023499,34.1460600541,23115696.0,Pfizer
2020-01-22,34.3329692917,34.256504604,34.1460571289,33.9591381341,18097812.0,Pfizer
2020-01-23,34.6898038423,34.1460519974,34.5878486633,34.0950744079,27148510.0,Pfizer
2020-01-24,34.8087474927,34.7832604081,33.8316879272,33.6787585877,34143698.0,Pfizer
2020-01-27,34.3499571249,33.4833483977,34.1205596924,33.3474104437,31964026.0,Pfizer
2020-01-28,33.5513231802,33.406889506,32.4043426514,32.242914168,70202408.0,Pfizer
2020-01-29,32.6082419571,32.3873436494,31.9285488129,31.9030617291,34165726.0,Pfizer
2020-01-30,31.9028044273,31.8427236213,31.8169727325,31.490821265,32316589.0,Pfizer
2020-01-31,32.1431257861,31.7053986153,31.9628868103,31.6710652455,33894005.0,Pfizer
2020-02-03,32.6495249112,32.1517134536,32.1946258545,32.014383418,20875735.0,Pfizer
2020-02-04,32.821177793,32.6838512236,32.3491172791,32.2976189528,31150865.0,Pfizer
2020-02-05,33.1044206833,32.4864475984,32.761100769,32.4607001577,29443490.0,Pfizer
2020-02-06,33.044334052,32.9928357288,32.8383407593,32.6409333962,21047748.0,Pfizer
2020-02-07,32.9585083708,32.9241784497,32.6581077576,32.5551110925,21903596.0,Pfizer
2020-02-10,32.8040164984,32.7954340182,32.4521141052,32.3748683326,19998385.0,Pfizer
2020-02-11,32.7267734074,32.5207835133,32.692440033,32.4092043599,16027335.0,Pfizer
2020-02-12,32.7782726085,32.6924408954,32.3920402527,32.3748718395,22944315.0,Pfizer
2020-02-13,32.2547100908,32.2547100908,31.6968212128,31.6624878375,22099745.0,Pfizer
2020-02-14,31.7912279174,31.7311471065,31.3363323212,31.2590865503,21006747.0,Pfizer
2020-02-18,31.4736580595,31.3706614005,31.1732540131,31.1303416142,17988513.0,Pfizer
2020-02-19,31.327747137,31.2419154426,31.0960063934,31.0788414349,17750941.0,Pfizer
2020-02-20,30.9501017568,30.6496976854,30.769859314,30.3922094673,42953135.0,Pfizer
2020-02-21,30.7441072981,30.692608972,30.6582756042,30.4952015976,32425256.0,Pfizer
2020-02-24,30.3836261075,30.0746395645,29.7570705414,29.6969897288,37969296.0,Pfizer
2020-02-25,29.8171479481,29.7656496217,29.1219291687,28.9331042724,41878898.0,Pfizer
2020-02-26,30.220546181,29.3880008041,29.7999839783,29.1991759016,47920005.0,Pfizer
2020-02-27,30.6496945687,29.559660993,29.2678394318,29.2678394318,55444827.0,Pfizer
2020-02-28,29.1305097017,28.7442791812,28.6841983795,27.9203163662,66057447.0,Pfizer
2020-03-02,29.9973938926,29.1047676326,29.9373130798,28.7099511097,42034469.0,Pfizer
2020-03-03,30.7097748811,30.1947985056,29.4394989014,29.0618490992,46174475.0,Pfizer
2020-03-04,31.2934130745,30.126133805,31.2419147491,29.9973897172,38712155.0,Pfizer
2020-03-05,31.0530984553,30.5981993821,30.435125351,30.1776371326,35096303.0,Pfizer
2020-03-06,30.1862144086,29.7828137388,30.0574703217,29.2850057999,40931036.0,Pfizer
2020-03-09,29.7742328135,28.7185326256,28.976020813,28.4610444383,43183856.0,Pfizer
2020-03-10,29.7484848894,29.6712391246,29.6884040833,28.332299882,40548329.0,Pfizer
2020-03-11,29.0790190084,28.9760223477,27.611333847,27.1736032152,65350213.0,Pfizer
